   0.1686579D+10   0.7612740D+05   0.0000000D+00   0.0000000D+00   0.1462991D+23  -0.4513994D+18  -0.1195014D+09
   0.1710130D+10   0.7428722D+05   0.0000000D+00   0.0000000D+00   0.1414575D+23  -0.4486064D+18  -0.1176977D+09
   0.1734009D+10   0.7248615D+05   0.0000000D+00   0.0000000D+00   0.1367591D+23  -0.4458170D+18  -0.1159277D+09
   0.1758222D+10   0.7072428D+05   0.0000000D+00   0.0000000D+00   0.1322030D+23  -0.4430311D+18  -0.1141908D+09
   0.1782773D+10   0.6899841D+05   0.0000000D+00   0.0000000D+00   0.1277776D+23  -0.4402486D+18  -0.1124859D+09
   0.1807667D+10   0.6730895D+05   0.0000000D+00   0.0000000D+00   0.1234832D+23  -0.4374692D+18  -0.1108124D+09
   0.1832909D+10   0.6565592D+05   0.0000000D+00   0.0000000D+00   0.1193189D+23  -0.4346930D+18  -0.1091693D+09
   0.1858503D+10   0.6403634D+05   0.0000000D+00   0.0000000D+00   0.1152735D+23  -0.4319196D+18  -0.1075559D+09
   0.1884454D+10   0.6245055D+05   0.0000000D+00   0.0000000D+00   0.1113476D+23  -0.4291490D+18  -0.1059714D+09
   0.1910768D+10   0.6089751D+05   0.0000000D+00   0.0000000D+00   0.1075370D+23  -0.4263810D+18  -0.1044151D+09
   0.1937449D+10   0.5937815D+05   0.0000000D+00   0.0000000D+00   0.1038431D+23  -0.4236155D+18  -0.1028861D+09
   0.1964502D+10   0.5789006D+05   0.0000000D+00   0.0000000D+00   0.1002578D+23  -0.4208524D+18  -0.1013839D+09
   0.1991934D+10   0.5643294D+05   0.0000000D+00   0.0000000D+00   0.9677920D+22  -0.4180916D+18  -0.9990764D+08
   0.2019749D+10   0.5500609D+05   0.0000000D+00   0.0000000D+00   0.9340413D+22  -0.4153329D+18  -0.9845672D+08
   0.2047951D+10   0.5360922D+05   0.0000000D+00   0.0000000D+00   0.9013088D+22  -0.4125763D+18  -0.9703044D+08
   0.2076548D+10   0.5224116D+05   0.0000000D+00   0.0000000D+00   0.8695499D+22  -0.4098216D+18  -0.9562817D+08
   0.2105544D+10   0.5090060D+05   0.0000000D+00   0.0000000D+00   0.8387171D+22  -0.4070688D+18  -0.9424925D+08
   0.2134945D+10   0.4958859D+05   0.0000000D+00   0.0000000D+00   0.8088331D+22  -0.4043177D+18  -0.9289307D+08
   0.2164757D+10   0.4830454D+05   0.0000000D+00   0.0000000D+00   0.7798715D+22  -0.4015684D+18  -0.9155904D+08
   0.2194984D+10   0.4704638D+05   0.0000000D+00   0.0000000D+00   0.7517634D+22  -0.3988206D+18  -0.9024657D+08
   0.2225634D+10   0.4581452D+05   0.0000000D+00   0.0000000D+00   0.7245134D+22  -0.3960744D+18  -0.8895508D+08
   0.2256712D+10   0.4460764D+05   0.0000000D+00   0.0000000D+00   0.6980752D+22  -0.3933296D+18  -0.8768401D+08
   0.2288224D+10   0.4342729D+05   0.0000000D+00   0.0000000D+00   0.6724845D+22  -0.3905862D+18  -0.8643282D+08
   0.2320176D+10   0.4227040D+05   0.0000000D+00   0.0000000D+00   0.6476475D+22  -0.3878443D+18  -0.8520099D+08
   0.2352574D+10   0.4113776D+05   0.0000000D+00   0.0000000D+00   0.6235787D+22  -0.3851036D+18  -0.8398799D+08
   0.2385424D+10   0.4002857D+05   0.0000000D+00   0.0000000D+00   0.6002480D+22  -0.3823642D+18  -0.8279332D+08
   0.2418733D+10   0.3894359D+05   0.0000000D+00   0.0000000D+00   0.5776684D+22  -0.3796260D+18  -0.8161650D+08
   0.2452507D+10   0.3788052D+05   0.0000000D+00   0.0000000D+00   0.5557707D+22  -0.3768891D+18  -0.8045705D+08
   0.2486753D+10   0.3684022D+05   0.0000000D+00   0.0000000D+00   0.5345702D+22  -0.3741533D+18  -0.7931451D+08
   0.2521477D+10   0.3582100D+05   0.0000000D+00   0.0000000D+00   0.5140150D+22  -0.3714188D+18  -0.7818842D+08
   0.2556686D+10   0.3482428D+05   0.0000000D+00   0.0000000D+00   0.4941356D+22  -0.3686854D+18  -0.7707835D+08
   0.2592386D+10   0.3384767D+05   0.0000000D+00   0.0000000D+00   0.4748624D+22  -0.3659532D+18  -0.7598388D+08
   0.2628585D+10   0.3289281D+05   0.0000000D+00   0.0000000D+00   0.4562304D+22  -0.3632222D+18  -0.7490458D+08
   0.2665290D+10   0.3195762D+05   0.0000000D+00   0.0000000D+00   0.4381798D+22  -0.3604924D+18  -0.7384006D+08
   0.2702507D+10   0.3104220D+05   0.0000000D+00   0.0000000D+00   0.4207066D+22  -0.3577638D+18  -0.7278993D+08
   0.2740244D+10   0.3014717D+05   0.0000000D+00   0.0000000D+00   0.4038196D+22  -0.3550365D+18  -0.7175380D+08
   0.2778507D+10   0.2927080D+05   0.0000000D+00   0.0000000D+00   0.3874687D+22  -0.3523105D+18  -0.7073132D+08
   0.2817305D+10   0.2841341D+05   0.0000000D+00   0.0000000D+00   0.3716559D+22  -0.3495859D+18  -0.6972211D+08
